title,score,developer,publisher,rom_name,size,running_total
Grand Theft Auto IV,9.8,Rockstar North,Rockstar Games,"Grand Theft Auto IV (USA) (En,Fr,De,Es,It).iso",10.5 GiB,10.5 GiB
Grand Theft Auto V,9.7,Rockstar North,Rockstar Games,"Grand Theft Auto V (USA, Asia) (En,Fr,Es,Pt,Zh,Ko).iso",17.5 GiB,28.0 GiB
Batman: Arkham City,9.6,Rocksteady Studios,Warner Bros. Interactive Entertainment,"Batman - Arkham City (Japan) (En,Ja,Fr,De,Es,It,Pt,Ko,Pl,Ru).iso",7.8 GiB,35.7 GiB
Uncharted 2: Among Thieves,9.6,Naughty Dog,SCEA,"Uncharted 2 - Among Thieves (USA) (En,Fr,Es).iso",20.4 GiB,56.1 GiB
LittleBigPlanet,9.5,Media Molecule,SCEA,"LittleBigPlanet (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Zh,Ko) (v02.00).iso",8.4 GiB,64.5 GiB
Portal 2,9.5,Valve Software,Valve Software,"Portal 2 (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Zh,Ko,Pl,Ru).iso",5.7 GiB,70.2 GiB
Red Dead Redemption,9.5,Rockstar San Diego,Rockstar Games,"Red Dead Redemption (USA) (En,Fr,De,Es,It).iso",7.7 GiB,77.9 GiB
The Last of Us,9.5,Naughty Dog,SCEA,"Last of Us, The (USA) (En,Fr,Es,Pt).iso",33.0 GiB,110.9 GiB
BioShock,9.4,Irrational Games,2K Games,"BioShock (USA) (En,Fr,Es).iso",11.5 GiB,122.3 GiB
BioShock Infinite,9.4,Irrational Games,2K Games,"BioShock Infinite (USA) (En,Fr,De,Es,It,Pt) (BLUS-31177).iso",6.6 GiB,129.0 GiB
Call of Duty 4: Modern Warfare,9.4,Infinity Ward,Activision,Call of Duty 4 - Modern Warfare (USA).iso,7.8 GiB,136.8 GiB
Call of Duty: Modern Warfare 2,9.4,Infinity Ward,Activision,"Call of Duty - Modern Warfare 2 (USA, Korea).iso",7.5 GiB,144.3 GiB
Mass Effect 2,9.4,BioWare,Electronic Arts,"Mass Effect 2 (USA, Asia) (En,Fr,De,Es,It,Ru).iso",12.2 GiB,156.5 GiB
Metal Gear Solid 4: Guns of the Patriots,9.4,Kojima Productions,Konami,"Metal Gear Solid 4 - Guns of the Patriots (USA) (En,Fr,De,Es,It) (v02.00).iso",30.4 GiB,186.9 GiB
Street Fighter IV,9.4,Capcom,Capcom,"Street Fighter IV (USA, Korea) (En,Ja,Fr,De,Es,It,Ko).iso",10.6 GiB,197.5 GiB
The Walking Dead: A Telltale Games Series,9.4,Telltale Games,Telltale Games,"Walking Dead, The - A Telltale Games Series (USA).iso",3.8 GiB,201.3 GiB
Braid,9.3,Number None Inc.,Number None Inc.,"Grid (USA) (En,Fr,De,Es,It).iso",15.9 GiB,217.2 GiB
Mass Effect 3,9.3,BioWare,Electronic Arts,"Mass Effect 3 (USA, Asia) (En,Ja,Fr,De,Es,It,Pl,Ru).iso",14.0 GiB,231.3 GiB
Metal Gear Solid: The Legacy Collection,9.3,Konami,Konami,"Metal Gear Solid - The Legacy Collection 1987-2012 (USA) (En,Fr,Es) (Disc 2).iso",86.8 GiB,318.1 GiB
The Elder Scrolls IV: Oblivion,9.3,Bethesda Game Studios,2K Games,"Elder Scrolls IV, The - Oblivion (USA).iso",4.9 GiB,322.9 GiB
God of War III,9.2,SCE Santa Monica,SCEA,God of War III (USA) (v02.00).iso,35.5 GiB,358.5 GiB
Journey,9.2,ThatGameCompany,SCEA,Torne (Japan) (v04.00).iso,468.1 MiB,359.0 GiB
Rock Band,9.2,Harmonix Music Systems,MTV Games,Rock Band (USA).iso,5.0 GiB,363.9 GiB
Super Street Fighter IV,9.2,Capcom,Capcom,"Super Street Fighter IV (USA) (En,Ja,Fr,De,Es,It,Ko).iso",14.1 GiB,378.0 GiB
The Elder Scrolls V: Skyrim,9.2,Bethesda Game Studios,Bethesda Softworks,"Elder Scrolls V, The - Skyrim (USA, Asia) (En,Fr,Es).iso",8.1 GiB,386.1 GiB
The ICO & Shadow of the Colossus Collection,9.2,Bluepoint Games,SCEA,"Ico & Shadow of the Colossus Collection, The (USA, Brazil) (En,Fr,Es).iso",11.0 GiB,397.1 GiB
Uncharted 3: Drake's Deception,9.2,Naughty Dog,SCEA,"Uncharted 3 - Drake's Deception (USA) (En,Fr,Es,Pt).iso",46.3 GiB,443.4 GiB
Assassin's Creed II,9.1,Ubisoft Montreal,Ubisoft,"Assassin's Creed II (USA, Asia) (En,Fr,Es,It).iso",16.2 GiB,459.6 GiB
Batman: Arkham Asylum,9.1,Rocksteady Studios,Eidos Interactive,"Batman - Arkham Asylum (USA) (En,Fr,De,Es,It).iso",9.3 GiB,468.9 GiB
Borderlands 2,9.1,Gearbox Software,2K Games,"Borderlands 2 (USA) (En,Fr,De,Es,It).iso",5.6 GiB,474.5 GiB
Dark Souls II,9.1,From Software,Namco Bandai Games,"Dark Souls II (USA) (En,Fr,Es).iso",7.3 GiB,481.8 GiB
FIFA Soccer 10,9.1,EA Sports,Electronic Arts,"FIFA Soccer 10 (USA) (En,Fr,Es).iso",7.1 GiB,488.9 GiB
God of War Collection,9.1,Bluepoint Games,SCEA,"God of War Collection (USA, Asia) (v01.00).iso",22.9 GiB,511.8 GiB
Killzone 2,9.1,Guerrilla,SCEA,"Killzone 2 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru).iso",12.3 GiB,524.1 GiB
LittleBigPlanet 2,9.1,Media Molecule,SCEA,"LittleBigPlanet 2 (USA) (En,Fr,Es,Pt).iso",18.6 GiB,542.6 GiB
MLB 10: The Show,9.1,SCEA,SCEA,"MLB 10 - The Show (USA, Korea).iso",21.7 GiB,564.3 GiB
Pac-Man Championship Edition DX,9.1,Namco Bandai Games,Namco Bandai Games,Formula One - Championship Edition (USA).iso,8.9 GiB,573.2 GiB
Peggle,9.1,PopCap,PopCap,,,
Rayman Legends,9.1,Ubisoft Montpellier,Ubisoft,"Rayman Legends (USA) (En,Fr,Es,Pt).iso",6.4 GiB,579.6 GiB
Rock Band 2,9.1,Harmonix Music Systems,MTV Games,Rock Band 2 (USA).iso,4.6 GiB,584.2 GiB
Rock Band 3,9.1,Harmonix Music Systems,MTV Games,Rock Band 3 (USA).iso,5.5 GiB,589.7 GiB
Assassin's Creed: Brotherhood,9.0,Ubisoft Montreal,Ubisoft,"Assassin's Creed - Brotherhood (USA) (En,Fr,Es,It).iso",7.5 GiB,597.2 GiB
Fallout 3,9.0,Bethesda Game Studios,Bethesda Softworks,Fallout 3 (USA).iso,7.3 GiB,604.5 GiB
Far Cry 3,9.0,Ubisoft Montreal,Ubisoft,"Far Cry 3 (USA) (En,Fr,Es,Pt).iso",5.8 GiB,610.2 GiB
FIFA Soccer 12,9.0,Electronic Arts,Electronic Arts,"FIFA Soccer 12 (USA) (En,Fr,Es).iso",6.4 GiB,616.6 GiB
LIMBO,9.0,PLAYDEAD,PLAYDEAD,,,
Mass Effect 3: Citadel,9.0,BioWare,Electronic Arts,"Mass Effect 3 (USA, Asia) (En,Ja,Fr,De,Es,It,Pl,Ru).iso",14.0 GiB,630.7 GiB
MLB 09: The Show,9.0,SCEA San Diego Studios,SCEA,MLB 09 - The Show (USA).iso,18.8 GiB,649.4 GiB
